STUSAB,GEOID,STATE,COUNTY,UR,NAME,Total_20,WNH_20,Hispanic_20,Black_20,AIAN_20,Asian_20,PI_20,Other_20
FL,1205025,12,NA,NA,Bellair-Meadowbrook Terrace CDP,14482,7589,2435,3639,365,670,83,1945
FL,1205075,12,NA,NA,Belleair town,4273,3859,180,47,38,105,10,181
FL,1205100,12,NA,NA,Belleair Beach city,1633,1414,89,23,31,79,5,74
FL,1205125,12,NA,NA,Belleair Bluffs city,2311,2015,115,92,35,49,2,97
FL,1205150,12,NA,NA,Belleair Shore town,73,68,0,1,4,1,0,0
FL,1205200,12,NA,NA,Belle Glade city,16698,1091,5802,9823,160,144,16,4631
FL,1205300,12,NA,NA,Belle Isle city,7032,4692,1539,373,133,377,10,1189
FL,1205375,12,NA,NA,Belleview city,5413,3745,981,455,146,89,23,686
FL,1205462,12,NA,NA,Bellview CDP,25541,14944,1644,6456,931,1682,138,1356
FL,1205806,12,NA,NA,Berkshire Lakes CDP,2527,1960,341,113,24,68,2,283
FL,1205825,12,NA,NA,Berrydale CDP,348,313,8,4,22,3,3,3
FL,1206100,12,NA,NA,Beverly Beach town,474,435,16,3,10,9,3,22
FL,1206125,12,NA,NA,Beverly Hills CDP,9961,7699,1122,681,225,237,5,784
FL,1206350,12,NA,NA,Big Coppitt Key CDP,2869,1829,725,222,51,87,6,459
FL,1206425,12,NA,NA,Big Pine Key CDP,4521,3612,621,97,97,77,9,485
FL,1206600,12,NA,NA,Biscayne Park village,3117,1202,1348,435,53,137,9,1052
FL,1206625,12,NA,NA,Bithlo CDP,9848,5088,2856,1161,225,669,43,2222
FL,1206667,12,NA,NA,Black Diamond CDP,1255,1067,29,19,10,117,1,38
FL,1206670,12,NA,NA,Black Hammock CDP,1195,940,131,50,44,43,2,105
FL,1206875,12,NA,NA,Bloomingdale CDP,22947,14910,4027,2524,562,1105,40,3178
FL,1206925,12,NA,NA,Blountstown city,2266,1439,110,610,117,27,10,62
FL,1207300,12,NA,NA,Boca Raton city,97422,68941,14768,6813,1031,4366,147,13281
FL,1207375,12,NA,NA,Bokeelia CDP,1855,1352,418,22,40,22,1,350
FL,1207450,12,NA,NA,Bonifay city,2759,2158,100,375,81,58,8,64
FL,1207525,12,NA,NA,Bonita Springs city,53644,39703,11372,774,736,993,84,9515
FL,1207687,12,NA,NA,Boulevard Gardens CDP,1457,47,155,1267,14,11,1,131
FL,1207775,12,NA,NA,Bowling Green city,2405,734,1406,271,44,7,2,988
FL,1207875,12,NA,NA,Boynton Beach city,80380,37989,12416,26837,954,2522,110,10239
FL,1207950,12,NA,NA,Bradenton city,55698,33568,11229,8988,1018,1075,102,8984
FL,1207975,12,NA,NA,Bradenton Beach city,908,835,32,15,10,12,0,33
FL,1208075,12,NA,NA,Bradfordville CDP,19183,15203,1142,1527,361,920,30,958
FL,1208125,12,NA,NA,Bradley Junction CDP,542,261,89,180,12,10,0,74
FL,1208150,12,NA,NA,Brandon CDP,114626,53164,30327,24109,2329,7529,292,22623
FL,1208175,12,NA,NA,Branford town,711,524,110,60,16,13,0,79
FL,1208300,12,NA,NA,Brent CDP,23447,10580,1634,9405,550,1260,107,1466
FL,1208575,12,NA,NA,Briny Breezes town,502,479,16,2,3,3,0,11
FL,1208600,12,NA,NA,Bristol city,918,712,90,86,31,10,3,77
FL,1208650,12,NA,NA,Broadview Park CDP,7670,1176,5263,1056,226,234,8,3600
FL,1208700,12,NA,NA,Bronson town,1140,683,123,285,24,16,9,92
FL,1208725,12,NA,NA,Brooker town,322,281,12,28,2,4,2,7
FL,1208762,12,NA,NA,Brookridge CDP,4658,3978,391,162,94,46,1,250
FL,1208800,12,NA,NA,Brooksville city,8890,6238,940,1451,204,111,10,656
FL,1208925,12,NA,NA,Brownsdale CDP,528,504,2,3,9,2,1,11
FL,1209000,12,NA,NA,Brownsville CDP,16583,362,7541,9186,125,57,12,5511
FL,1209315,12,NA,NA,Buckhead Ridge CDP,1509,1361,75,33,25,10,0,55
FL,1209350,12,NA,NA,Buckingham CDP,4443,3584,557,123,73,64,5,479
FL,1209415,12,NA,NA,Buenaventura Lakes CDP,30251,3152,22730,4798,584,812,119,17260
FL,1209550,12,NA,NA,Bunnell city,3276,2101,237,828,62,45,4,197
FL,1209612,12,NA,NA,Burnt Store Marina CDP,1890,1798,49,3,7,13,0,56
FL,1209625,12,NA,NA,Bushnell city,3047,2194,331,390,100,33,10,259
FL,1209630,12,NA,NA,Butler Beach CDP,4978,4554,211,60,78,50,4,213
FL,1209655,12,NA,NA,Cabana Colony CDP,2460,1450,501,328,58,145,5,382
FL,1209700,12,NA,NA,Callahan town,1526,1262,61,142,32,37,2,52
FL,1209725,12,NA,NA,Callaway city,13045,7948,1275,2701,325,845,64,1094
FL,1209875,12,NA,NA,Campbell CDP,2610,1428,941,217,47,51,9,715
FL,1209900,12,NA,NA,Campbellton town,191,69,4,110,4,0,0,10
FL,1210100,12,NA,NA,Canal Point CDP,344,107,183,51,6,1,0,140
FL,1210250,12,NA,NA,Cape Canaveral city,9972,8475,634,359,230,246,18,586
FL,1210275,12,NA,NA,Cape Coral city,194016,129017,46151,11564,3058,4634,284,36413
FL,1210350,12,NA,NA,Capitola CDP,247,166,2,66,7,5,2,3
FL,1210425,12,NA,NA,Captiva CDP,318,300,11,4,2,3,2,10
FL,1210725,12,NA,NA,Carrabelle city,2606,1567,229,742,54,7,3,112
FL,1210825,12,NA,NA,Carrollwood CDP,34352,17266,11916,3353,515,1890,57,8970
FL,1210975,12,NA,NA,Caryville town,301,254,4,34,7,2,1,1
FL,1211050,12,NA,NA,Casselberry city,28794,15188,8599,3802,636,1340,81,6422
FL,1211150,12,NA,NA,Cedar Grove CDP,3148,1589,409,1002,107,104,14,322
FL,1211225,12,NA,NA,Cedar Key city,687,618,30,13,21,1,0,19
FL,1211285,12,NA,NA,Celebration CDP,11178,7883,1705,294,140,644,17,1932
FL,1211325,12,NA,NA,Center Hill city,846,405,303,99,18,10,5,257
FL,1211362,12,NA,NA,Century town,1713,631,29,987,49,10,13,43
FL,1211525,12,NA,NA,Chaires CDP,308,246,17,20,8,8,1,24
FL,1211597,12,NA,NA,Charleston Park CDP,235,21,63,148,6,2,1,14
FL,1211625,12,NA,NA,Charlotte Harbor CDP,3784,3069,298,285,60,60,5,250
FL,1211650,12,NA,NA,Charlotte Park CDP,2667,2436,94,43,27,57,1,83
FL,1211800,12,NA,NA,Chattahoochee city,2955,1208,143,1553,46,30,6,88
FL,1211912,12,NA,NA,Cheval CDP,12522,7207,2645,1116,192,1431,26,2103
FL,1211925,12,NA,NA,Chiefland city,2316,1331,188,669,65,60,3,138
FL,1211975,12,NA,NA,Chipley city,3660,2255,148,1047,163,71,18,111
FL,1212150,12,NA,NA,Chokoloskee CDP,346,324,19,1,2,1,1,14
FL,1212250,12,NA,NA,Christmas CDP,2439,1928,350,71,81,33,1,271
FL,1212275,12,NA,NA,Chuluota CDP,2524,1874,397,99,71,98,12,290
FL,1212300,12,NA,NA,Chumuckla CDP,1063,942,31,17,58,14,5,29
FL,1212325,12,NA,NA,Cinco Bayou town,457,299,75,39,18,25,1,71
FL,1212412,12,NA,NA,Citrus Hills CDP,9302,7799,487,307,122,564,13,409
FL,1212425,12,NA,NA,Citrus Park CDP,28178,11970,11020,2967,433,2205,56,8519
FL,1212450,12,NA,NA,Citrus Springs CDP,10246,8107,1148,611,220,185,17,799
FL,1212675,12,NA,NA,Clarcona CDP,3283,1882,666,541,119,99,10,582
FL,1212875,12,NA,NA,Clearwater city,117292,75773,20441,14805,2642,4594,311,16782
FL,1212925,12,NA,NA,Clermont city,43021,23598,9327,6667,948,2561,125,8060
FL,1212950,12,NA,NA,Cleveland CDP,3435,3031,199,82,58,50,3,161
FL,1213000,12,NA,NA,Clewiston city,7327,2259,3739,1144,117,232,20,2457
FL,1213050,12,NA,NA,Cloud Lake town,134,67,56,5,3,5,1,51
FL,1213125,12,NA,NA,Cobbtown CDP,78,77,0,1,0,1,1,0
FL,1213150,12,NA,NA,Cocoa city,19041,9449,3215,5750,439,396,63,2564
FL,1213175,12,NA,NA,Cocoa Beach city,11354,9940,637,190,215,305,23,605
FL,1213225,12,NA,NA,Cocoa West CDP,5939,2365,981,2460,156,51,13,740
FL,1213275,12,NA,NA,Coconut Creek city,57833,25539,14533,11265,633,2863,106,15408
FL,1213400,12,NA,NA,Coleman city,642,341,42,229,21,17,0,34
FL,1213775,12,NA,NA,Combee Settlement CDP,5911,3251,1645,876,159,74,14,1193
FL,1213965,12,NA,NA,Connerton CDP,5282,3577,887,539,73,250,24,629
FL,1214050,12,NA,NA,Conway CDP,13596,8903,3226,830,297,489,41,2487
FL,1214125,12,NA,NA,Cooper City city,34401,17364,10940,2828,400,3130,63,8241
FL,1214250,12,NA,NA,Coral Gables city,49248,15058,28949,3079,361,1710,73,23512
FL,1214400,12,NA,NA,Coral Springs city,134394,49517,39472,35534,1503,9236,282,33390
FL,1214412,12,NA,NA,Coral Terrace CDP,23142,2105,20567,436,110,280,18,15440
FL,1214700,12,NA,NA,Cortez CDP,4121,3753,182,51,65,61,7,156
FL,1214850,12,NA,NA,Cottondale town,848,551,45,217,41,9,5,25
FL,1214895,12,NA,NA,Country Club CDP,49967,2910,42860,4824,409,936,37,33604
FL,1215055,12,NA,NA,Country Walk CDP,16951,1958,12982,1595,142,635,12,9706
FL,1215300,12,NA,NA,Crawfordville CDP,4853,3580,323,706,126,88,28,248
FL,1215325,12,NA,NA,Crescent Beach CDP,844,780,36,7,14,5,1,25
FL,1215375,12,NA,NA,Crescent City city,1654,764,344,509,32,20,8,275
FL,1215475,12,NA,NA,Crestview city,27134,15964,2989,6201,968,1429,184,2219
FL,1215515,12,NA,NA,Crooked Lake Park CDP,1893,1180,512,168,46,14,8,303
FL,1215575,12,NA,NA,Cross City town,1689,1112,48,461,53,22,5,37
FL,1215725,12,NA,NA,Crystal Lake CDP,5768,2734,1732,1214,167,87,11,1327
FL,1215775,12,NA,NA,Crystal River city,3396,2780,166,302,79,66,9,136
FL,1215800,12,NA,NA,Crystal Springs CDP,1268,1008,176,27,28,8,0,130
FL,1215862,12,NA,NA,Cudjoe Key CDP,2019,1694,193,38,31,30,7,163
FL,1215968,12,NA,NA,Cutler Bay town,45425,9536,29294,5859,499,1407,56,22106
FL,1216050,12,NA,NA,Cypress Gardens CDP,10169,7510,1363,812,211,334,18,1062
FL,1216062,12,NA,NA,Cypress Lake CDP,13727,11031,1405,519,187,548,20,1162
FL,1216100,12,NA,NA,Cypress Quarters CDP,1029,258,174,575,20,17,3,125
FL,1216125,12,NA,NA,Dade City city,7275,3824,1864,1442,182,73,19,1367
FL,1216175,12,NA,NA,Dade City North CDP,3002,655,1986,346,65,18,4,1471
FL,1216335,12,NA,NA,Dania Beach city,31723,13368,9876,7452,425,969,75,7871
FL,1216450,12,NA,NA,Davenport city,9043,2857,4498,1507,188,241,22,3522
FL,1216475,12,NA,NA,Davie town,105691,44036,41769,12105,1419,8026,249,32632
FL,1216500,12,NA,NA,Day CDP,89,76,11,2,0,0,0,7
FL,1216525,12,NA,NA,Daytona Beach city,72647,37355,6769,25351,1346,2448,148,5067
FL,1216550,12,NA,NA,Daytona Beach Shores city,5179,4539,245,120,82,151,3,238
FL,1216675,12,NA,NA,DeBary city,22260,16419,3246,1428,468,692,40,2617
FL,1216725,12,NA,NA,Deerfield Beach city,86859,36225,17568,23578,933,2226,125,21555
FL,1216800,12,NA,NA,DeFuniak Springs city,5919,3753,655,1188,239,107,17,593
FL,1216875,12,NA,NA,DeLand city,37351,22760,7012,6013,628,1217,63,5507
FL,1216937,12,NA,NA,DeLand Southwest CDP,1056,144,226,671,14,10,0,194
FL,1216975,12,NA,NA,De Leon Springs CDP,2619,1127,1268,155,49,20,5,1018
FL,1217100,12,NA,NA,Delray Beach city,66846,38341,7767,18036,682,1813,93,6732
FL,1217200,12,NA,NA,Deltona city,93692,42893,35259,13897,2514,2135,245,26294
FL,1217273,12,NA,NA,Desoto Acres CDP,720,551,94,25,16,17,0,97
FL,1217300,12,NA,NA,Desoto Lakes CDP,2137,1250,572,227,58,60,0,477
FL,1217325,12,NA,NA,Destin city,13931,10930,1250,539,395,632,39,1287
FL,1217450,12,NA,NA,Dickerson City CDP,160,139,8,3,9,1,0,8
FL,1217710,12,NA,NA,Dixonville CDP,195,180,5,0,9,0,0,1
FL,1217725,12,NA,NA,Doctor Phillips CDP,12328,7043,1948,676,182,2042,33,2077
FL,1217935,12,NA,NA,Doral city,75874,7446,62943,1944,563,2749,25,51932
FL,1218075,12,NA,NA,Dover CDP,3266,832,2330,60,99,30,6,1815
FL,1218425,12,NA,NA,Duck Key CDP,727,603,79,28,11,5,1,61
FL,1218550,12,NA,NA,Dundee town,5235,1955,1808,1285,128,126,6,1430
FL,1218575,12,NA,NA,Dunedin city,36068,30451,2549,1416,569,911,83,2240
FL,1218675,12,NA,NA,Dunnellon city,1928,1543,168,168,33,23,0,119
FL,1218875,12,NA,NA,Eagle Lake city,3008,1663,718,521,68,72,9,507
FL,1219025,12,NA,NA,East Bronson CDP,2025,1424,336,175,75,17,4,243
FL,1219206,12,NA,NA,East Lake CDP,32344,26398,2684,1003,452,1673,37,2392
FL,1219212,12,NA,NA,East Lake-Orient Park CDP,28050,6953,6735,13057,534,1750,86,4969
FL,1219275,12,NA,NA,East Milton CDP,14309,9160,1128,3391,448,189,38,647
FL,1219350,12,NA,NA,East Palatka CDP,1573,1021,114,418,27,5,2,66
FL,1219400,12,NA,NA,Eastpoint CDP,2614,2339,107,65,71,13,4,104
FL,1219575,12,NA,NA,East Williston CDP,780,177,34,566,3,1,1,19
FL,1219650,12,NA,NA,Eatonville town,2349,265,321,1786,31,25,7,239
FL,1219725,12,NA,NA,Ebro town,237,200,8,6,24,0,2,8
FL,1219825,12,NA,NA,Edgewater city,23097,20233,1019,925,474,276,30,885
FL,1219900,12,NA,NA,Edgewood city,2685,1660,400,318,49,255,15,332
FL,1220050,12,NA,NA,Eglin AFB CDP,3006,1618,639,562,92,217,33,341
FL,1220108,12,NA,NA,Egypt Lake-Leto CDP,36644,7014,24540,4175,501,1814,65,18216
FL,1220275,12,NA,NA,Elfers CDP,14573,10366,2474,948,321,488,22,1876
FL,1220375,12,NA,NA,Ellenton CDP,4129,2709,883,403,56,93,7,634
FL,1220650,12,NA,NA,El Portal village,1986,480,676,767,25,72,7,572
FL,1220825,12,NA,NA,Englewood CDP,20800,19312,717,176,262,230,25,672
FL,1220925,12,NA,NA,Ensley CDP,23817,13185,1767,7044,747,1139,87,1420
FL,1221150,12,NA,NA,Estero village,36939,31834,2884,754,348,1000,41,2446
FL,1221250,12,NA,NA,Esto town,341,299,15,17,7,0,0,9
FL,1221350,12,NA,NA,Eustis city,23189,14075,3934,4361,516,453,37,2867
FL,1221425,12,NA,NA,Everglades city,352,283,53,1,22,0,2,35
FL,1221750,12,NA,NA,Fairview Shores CDP,10722,5654,2173,2281,245,572,39,1721
FL,1221850,12,NA,NA,Fanning Springs city,1182,988,93,37,46,25,1,69
FL,1221945,12,NA,NA,Feather Sound CDP,3607,2715,297,168,42,367,3,274
FL,1222100,12,NA,NA,Fellsmere city,4834,545,3910,373,103,13,6,2972
FL,1222175,12,NA,NA,Fernandina Beach city,13052,10633,821,1148,212,195,40,733
FL,1222225,12,NA,NA,Ferndale CDP,548,415,79,16,36,7,4,52
FL,1222250,12,NA,NA,Fern Park CDP,8205,4896,1873,1097,157,302,8,1492
FL,1222275,12,NA,NA,Ferry Pass CDP,29921,19977,2309,5491,828,1334,90,1950
FL,1222325,12,NA,NA,Fidelis CDP,137,121,2,2,4,4,0,7
FL,1222375,12,NA,NA,Fisher Island CDP,561,423,76,14,4,25,0,85
FL,1222387,12,NA,NA,Fish Hawk CDP,24625,16648,3872,1697,432,2106,63,3140
FL,1222475,12,NA,NA,Five Points CDP,1076,742,42,275,11,5,0,35
FL,1222550,12,NA,NA,Flagler Beach city,5160,4627,215,87,95,84,7,204
FL,1222560,12,NA,NA,Flagler Estates CDP,3540,2963,276,183,81,19,3,240
FL,1222660,12,NA,NA,Fleming Island CDP,29142,22226,2542,2028,575,1760,114,2074
FL,1222775,12,NA,NA,Floral City CDP,5261,4698,266,109,127,40,12,214
FL,1222975,12,NA,NA,Florida City city,13085,498,6523,6284,186,67,13,4421
FL,1223005,12,NA,NA,Florida Gulf Coast University CDP,3659,2631,563,344,42,96,7,355
FL,1223050,12,NA,NA,Florida Ridge CDP,21302,13690,3234,3461,431,450,44,2620
FL,1223125,12,NA,NA,Floridatown CDP,319,283,15,12,5,4,1,15
FL,1223375,12,NA,NA,Forest City CDP,14623,7603,4233,1831,293,868,26,3291
FL,1223680,12,NA,NA,Fort Braden CDP,1045,903,50,35,39,12,3,48
FL,1223730,12,NA,NA,Fort Denaud CDP,2049,1608,356,48,29,19,3,243
FL,1223850,12,NA,NA,Fort Green CDP,78,55,17,2,2,2,0,12
FL,1223875,12,NA,NA,Fort Green Springs CDP,190,164,22,1,3,3,1,11
FL,1224000,12,NA,NA,Fort Lauderdale city,182760,86872,35176,54210,2311,5085,373,29035
FL,1224100,12,NA,NA,Fort Meade city,5100,2640,1414,959,95,27,10,1084
FL,1224125,12,NA,NA,Fort Myers city,86395,41044,20401,21240,1541,2627,115,16991
FL,1224150,12,NA,NA,Fort Myers Beach town,5582,5272,160,41,67,29,8,136
FL,1224175,12,NA,NA,Fort Myers Shores CDP,5774,3353,1865,398,131,103,0,1481
FL,1224300,12,NA,NA,Fort Pierce city,47297,15465,11600,19340,931,681,80,8931
FL,1224337,12,NA,NA,Fort Pierce North CDP,6904,1119,1102,4652,112,30,5,886
FL,1224387,12,NA,NA,Fort Pierce South CDP,5209,2308,1858,896,139,95,10,1416
FL,1224475,12,NA,NA,Fort Walton Beach city,20922,13777,2444,2956,634,1335,87,2010
FL,1224500,12,NA,NA,Fort White town,618,406,41,158,14,8,2,22
FL,1224562,12,NA,NA,Fountainebleau CDP,59870,3418,53955,1714,478,1579,55,42688
FL,1224581,12,NA,NA,Four Corners CDP,56381,27465,19775,6604,1154,2103,144,16322
FL,1224710,12,NA,NA,Franklin Park CDP,1025,18,61,961,14,5,0,56
FL,1224825,12,NA,NA,Freeport city,5861,4695,593,234,213,156,18,492
FL,1224900,12,NA,NA,Frostproof city,2877,1942,642,252,92,18,5,497
FL,1224925,12,NA,NA,Fruit Cove CDP,32143,25376,2743,1507,577,1742,63,2336
FL,1224975,12,NA,NA,Fruitland Park city,8325,6555,692,763,115,169,25,543
FL,1225000,12,NA,NA,Fruitville CDP,15484,12111,1890,560,233,499,25,1742
FL,1225025,12,NA,NA,Fuller Heights CDP,10467,6155,2675,1290,230,269,12,2007
FL,1225125,12,NA,NA,Fussels Corner CDP,5560,4079,1006,337,140,44,5,714
FL,1225175,12,NA,NA,Gainesville city,141085,74737,19445,32308,2246,13284,254,14131
FL,1225392,12,NA,NA,Garcon Point CDP,457,372,22,22,22,10,2,31
FL,1225475,12,NA,NA,Garden Grove CDP,776,655,62,34,15,4,1,57
FL,1225550,12,NA,NA,Gardner CDP,364,301,44,1,7,10,0,44
FL,1225655,12,NA,NA,Gateway CDP,10376,7645,1409,673,182,444,17,1164
FL,1225750,12,NA,NA,Geneva CDP,2913,2482,204,91,66,77,3,163
FL,1225900,12,NA,NA,Gibsonton CDP,18566,7056,6717,4376,414,574,63,5191
FL,1225925,12,NA,NA,Gifford CDP,5511,636,518,4320,78,34,5,377
FL,1225987,12,NA,NA,Gladeview CDP,14927,277,5559,9482,131,41,6,4008
FL,1226000,12,NA,NA,Glencoe CDP,2170,1979,61,43,56,27,2,44
FL,1226050,12,NA,NA,Glen Ridge town,217,144,58,7,5,5,0,45
FL,1226075,12,NA,NA,Glen St. Mary town,463,412,13,22,16,0,1,11
FL,1226100,12,NA,NA,Glenvar Heights CDP,20786,4177,14596,860,219,1144,14,11247
FL,1226250,12,NA,NA,Golden Beach town,961,608,325,6,2,6,1,190
FL,1226300,12,NA,NA,Golden Gate CDP,25321,4513,16549,4150,510,233,25,13221
FL,1226375,12,NA,NA,Golden Glades CDP,32499,1676,7235,23690,351,726,72,5514
FL,1226475,12,NA,NA,Goldenrod CDP,13431,7075,3920,1592,308,778,42,2985
FL,1226550,12,NA,NA,Golf village,255,249,2,0,0,4,0,0
FL,1226700,12,NA,NA,Gonzalez CDP,14586,10935,619,1971,513,487,37,572
FL,1226775,12,NA,NA,Goodland CDP,312,289,14,6,1,4,0,9
FL,1226900,12,NA,NA,Gotha CDP,2217,1286,341,207,49,314,10,323
FL,1226925,12,NA,NA,Goulding CDP,3392,899,69,2390,42,32,6,32
FL,1226950,12,NA,NA,Goulds CDP,11446,508,6186,4897,135,137,16,4932
FL,1227000,12,NA,NA,Graceville city,2153,1370,91,630,62,18,3,79
FL,1227175,12,NA,NA,Grand Ridge town,882,725,15,113,20,5,1,13
FL,1227256,12,NA,NA,Grant-Valkaria town,4509,3781,292,238,105,92,11,241
FL,1227322,12,NA,NA,Greenacres city,43990,11739,19680,10947,852,1981,74,15473
FL,1227360,12,NA,NA,Greenbriar CDP,2696,2126,294,111,48,118,3,235
FL,1227400,12,NA,NA,Green Cove Springs city,9786,6862,976,1495,216,244,44,786
FL,1227550,12,NA,NA,Greensboro town,461,112,213,127,3,10,2,158
FL,1227575,12,NA,NA,Greenville town,746,217,19,500,8,5,2,9
FL,1227600,12,NA,NA,Greenwood town,539,319,21,181,13,1,0,17
FL,1227635,12,NA,NA,Grenelefe CDP,2495,1361,714,397,64,42,7,583
FL,1227650,12,NA,NA,Gretna city,1357,80,155,1118,20,3,0,117
FL,1227775,12,NA,NA,Grove City CDP,2174,1989,99,22,37,11,3,103
FL,1227800,12,NA,NA,Groveland city,18505,8615,5336,3547,420,736,31,4416
FL,1228000,12,NA,NA,Gulf Breeze city,6302,5573,267,48,144,202,16,280
FL,1228045,12,NA,NA,Gulf Gate CDP,7340,5998,793,191,135,193,16,674
FL,1228175,12,NA,NA,Gulfport city,11783,9557,722,945,251,263,30,668
FL,1228275,12,NA,NA,Gulf Stream town,954,889,50,5,6,9,1,48
FL,1228305,12,NA,NA,Gun Club Estates CDP,816,113,613,96,9,6,0,512
FL,1228400,12,NA,NA,Haines City city,26669,6783,13036,6658,510,525,51,9875
FL,1228452,12,NA,NA,Hallandale Beach city,41217,16789,15666,7598,458,1074,66,12764
FL,1228575,12,NA,NA,Hampton city,432,380,16,27,6,2,0,10
FL,1228650,12,NA,NA,Harbor Bluffs CDP,2646,2351,137,41,35,59,2,134
FL,1228800,12,NA,NA,Harbour Heights CDP,3428,2827,288,186,60,68,7,237
FL,1228925,12,NA,NA,Harlem CDP,2441,39,82,2346,10,7,4,36
FL,1228937,12,NA,NA,Harlem Heights CDP,1930,205,1211,531,55,24,4,943
FL,1229000,12,NA,NA,Harold CDP,909,822,17,15,40,13,1,16
FL,1229100,12,NA,NA,Hastings CDP,1262,558,77,610,10,3,0,75
FL,1229150,12,NA,NA,Havana town,1753,715,75,944,31,7,1,50
FL,1229200,12,NA,NA,Haverhill town,2187,564,849,705,46,71,1,660
FL,1229275,12,NA,NA,Hawthorne city,1478,569,70,800,36,17,0,59
FL,1229320,12,NA,NA,Heathrow CDP,6806,4180,817,478,71,1230,11,717
FL,1229381,12,NA,NA,Heritage Bay CDP,1117,1064,32,6,2,6,0,33
FL,1229385,12,NA,NA,Heritage Pines CDP,2171,2034,60,22,25,22,1,55
FL,1229425,12,NA,NA,Hernando CDP,9284,8223,405,209,228,120,17,363
FL,1229437,12,NA,NA,Hernando Beach CDP,2452,2188,139,24,59,25,0,127
FL,1230000,12,NA,NA,Hialeah city,223109,9684,209784,6279,994,1549,157,157305
FL,1230025,12,NA,NA,Hialeah Gardens city,23068,1117,21674,535,91,197,32,17178
FL,1230200,12,NA,NA,Highland Beach town,4295,3873,230,39,14,111,12,196
FL,1230225,12,NA,NA,Highland City CDP,12355,7874,2232,1406,278,607,22,1754
FL,1230325,12,NA,NA,Highland Park village,251,200,26,8,7,20,1,21
FL,1230494,12,NA,NA,High Point CDP,3873,3422,288,68,44,37,6,228
FL,1230525,12,NA,NA,High Springs city,6215,4503,605,843,167,96,9,487
FL,1230700,12,NA,NA,Hillcrest Heights town,243,199,32,10,2,2,0,20
FL,1230750,12,NA,NA,Hilliard town,2967,2457,85,292,105,32,10,65
FL,1230800,12,NA,NA,Hill 'n Dale CDP,2212,1226,318,569,50,31,13,224
FL,1230850,12,NA,NA,Hillsboro Beach town,1987,1755,149,32,12,27,1,134
FL,1230858,12,NA,NA,Hillsboro Pines CDP,496,341,66,40,10,20,10,76
FL,1230975,12,NA,NA,Hobe Sound CDP,13163,10387,1388,884,280,210,17,1152
FL,1231025,12,NA,NA,Holden Heights CDP,4097,1652,1017,1254,80,162,17,758
FL,1231075,12,NA,NA,Holiday CDP,24939,17698,3875,2353,577,639,50,2998
FL,1231275,12,NA,NA,Holley CDP,2484,1938,174,135,82,155,10,120
FL,1231350,12,NA,NA,Holly Hill city,12958,8680,1241,2564,303,242,15,992
FL,1232000,12,NA,NA,Hollywood city,153067,56909,61031,30760,2523,5429,265,46913
FL,1232150,12,NA,NA,Holmes Beach city,3010,2769,103,18,45,50,4,109
FL,1232250,12,NA,NA,Homeland CDP,305,238,48,11,11,2,0,29
FL,1232275,12,NA,NA,Homestead city,80737,8768,55051,17397,2121,1516,130,38140
FL,1232325,12,NA,NA,Homestead Base CDP,999,93,361,585,6,1,1,269
FL,1232375,12,NA,NA,Homosassa CDP,2299,2174,40,6,46,21,2,45
FL,1232400,12,NA,NA,Homosassa Springs CDP,14283,12680,677,270,399,178,16,523
FL,1232610,12,NA,NA,Horizon West CDP,58101,31257,13030,4015,860,5524,103,14251
FL,1232650,12,NA,NA,Horseshoe Beach town,165,144,11,4,4,5,0,0
FL,1232675,12,NA,NA,Hosford CDP,551,507,18,17,14,6,3,14
FL,1232775,12,NA,NA,Howey-in-the-Hills town,1643,1261,224,121,35,24,4,155
FL,1232825,12,NA,NA,Hudson CDP,12944,10893,1072,370,282,274,27,883
FL,1232967,12,NA,NA,Hunters Creek CDP,24433,7971,10702,2046,356,2655,68,10033
FL,1232975,12,NA,NA,Hurlburt Field CDP,2176,1281,334,392,74,147,19,215
FL,1232993,12,NA,NA,Hutchinson Island South CDP,4988,4695,164,33,27,59,10,131
FL,1233150,12,NA,NA,Hypoluxo town,2687,1987,345,226,40,59,9,323
FL,1233250,12,NA,NA,Immokalee CDP,24557,709,18549,5288,799,109,52,14101
FL,1233375,12,NA,NA,Indialantic town,3010,2638,172,39,37,93,4,164
FL,1233425,12,NA,NA,Indian Creek village,84,46,22,0,2,5,1,25
FL,1233450,12,NA,NA,Indian Harbour Beach city,9019,7680,601,173,214,302,15,497
FL,1233500,12,NA,NA,Indian Lake Estates CDP,926,724,118,51,17,16,5,106
FL,1233585,12,NA,NA,Indian River Estates CDP,6584,5417,616,295,157,92,11,536
FL,1233600,12,NA,NA,Indian River Shores town,4241,4008,112,27,19,49,1,117
FL,1233625,12,NA,NA,Indian Rocks Beach city,3673,3255,215,54,63,65,7,190
FL,1233675,12,NA,NA,Indian Shores town,1190,1056,75,12,10,36,1,53
FL,1233700,12,NA,NA,Indiantown village,6560,1089,4563,904,557,36,10,3459
FL,1233800,12,NA,NA,Inglis town,1476,1343,50,22,38,14,2,40
FL,1233900,12,NA,NA,Interlachen town,1441,928,338,135,34,13,3,237
FL,1233950,12,NA,NA,Inverness city,7543,6072,660,460,131,203,7,522
FL,1233958,12,NA,NA,Inverness Highlands North CDP,2707,2204,212,164,64,75,7,161
FL,1233966,12,NA,NA,Inverness Highlands South CDP,6698,5651,490,213,132,171,7,378
