STUSAB,GEOID,STATE,COUNTY,UR,NAME,Total_20,WNH_20,Hispanic_20,Black_20,AIAN_20,Asian_20,PI_20,Other_20
FL,1234000,12,NA,NA,Inwood CDP,7031,2910,1629,2384,180,100,12,1060
FL,1234012,12,NA,NA,Iona CDP,16908,15058,1078,283,140,260,21,999
FL,1234132,12,NA,NA,"Islamorada, Village of Islands village",7107,5763,1044,97,137,89,4,825
FL,1234185,12,NA,NA,Island Walk CDP,2812,2509,171,31,19,49,4,174
FL,1234275,12,NA,NA,Istachatta CDP,126,110,7,3,2,4,1,5
FL,1234400,12,NA,NA,Ives Estates CDP,25005,3602,8786,11908,242,883,44,6845
FL,1235000,12,NA,NA,Jacksonville city,949611,453795,110081,315281,18656,61607,3034,91813
FL,1235050,12,NA,NA,Jacksonville Beach city,23830,20261,1317,936,418,793,32,1168
FL,1235200,12,NA,NA,Jacob City city,217,13,3,200,4,1,1,1
FL,1235300,12,NA,NA,Jan Phyl Village CDP,5927,3146,1333,1300,117,121,10,966
FL,1235350,12,NA,NA,Jasmine Estates CDP,21525,14095,4674,2005,648,408,51,3507
FL,1235375,12,NA,NA,Jasper city,3621,1412,336,1855,37,26,5,141
FL,1235425,12,NA,NA,Jay town,524,454,7,11,33,17,3,8
FL,1235525,12,NA,NA,Jennings town,749,182,326,232,25,7,2,280
FL,1235550,12,NA,NA,Jensen Beach CDP,12652,10984,826,328,202,211,16,749
FL,1235800,12,NA,NA,June Park CDP,4283,3511,342,116,141,151,5,316
FL,1235850,12,NA,NA,Juno Beach town,3858,3492,182,50,22,92,6,183
FL,1235862,12,NA,NA,Juno Ridge CDP,1186,779,330,34,28,18,1,283
FL,1235875,12,NA,NA,Jupiter town,61047,46366,9744,1595,961,2514,85,7901
FL,1235890,12,NA,NA,Jupiter Farms CDP,12572,10241,1461,293,243,311,13,1222
FL,1235900,12,NA,NA,Jupiter Inlet Colony town,405,372,11,4,5,16,0,11
FL,1235925,12,NA,NA,Jupiter Island town,804,719,34,11,6,25,3,40
FL,1235950,12,NA,NA,Kathleen CDP,6486,4700,1257,281,229,82,23,843
FL,1236062,12,NA,NA,Kendale Lakes CDP,55646,4363,49522,1428,308,930,31,38184
FL,1236100,12,NA,NA,Kendall CDP,80241,16781,57063,3979,642,2878,57,43651
FL,1236121,12,NA,NA,Kendall West CDP,36536,2224,32960,1283,283,598,15,25694
FL,1236175,12,NA,NA,Kenneth City town,5047,3445,655,457,106,425,6,520
FL,1236200,12,NA,NA,Kensington Park CDP,3697,1736,1537,276,92,73,3,1248
FL,1236220,12,NA,NA,Kenwood Estates CDP,1435,240,966,183,39,54,6,741
FL,1236300,12,NA,NA,Key Biscayne village,14809,3979,9888,105,64,189,14,8436
FL,1236325,12,NA,NA,Key Colony Beach city,790,645,102,26,4,11,1,64
FL,1236375,12,NA,NA,Key Largo CDP,12447,8012,3683,334,180,163,27,2937
FL,1236462,12,NA,NA,Keystone CDP,25211,18035,3338,1103,293,2296,57,2785
FL,1236475,12,NA,NA,Keystone Heights city,1446,1210,84,46,55,42,1,76
FL,1236535,12,NA,NA,Key Vista CDP,1680,1313,147,63,34,107,0,134
FL,1236550,12,NA,NA,Key West city,26444,16160,5929,3157,501,907,80,4313
FL,1236950,12,NA,NA,Kissimmee city,79226,13244,53173,11207,1484,3488,220,42132
FL,1237225,12,NA,NA,LaBelle city,4966,1730,2780,370,126,45,8,1956
FL,1237275,12,NA,NA,Lacoochee CDP,1124,541,296,261,23,8,3,209
FL,1237300,12,NA,NA,La Crosse town,316,186,53,60,10,6,1,38
FL,1237375,12,NA,NA,Lady Lake town,15970,13114,1286,1071,217,300,27,1001
FL,1237500,12,NA,NA,Laguna Beach CDP,4330,3597,384,100,157,85,6,356
FL,1237525,12,NA,NA,Lake Alfred city,6374,3177,1764,1221,171,150,13,1299
FL,1237542,12,NA,NA,Lake Belvedere Estates CDP,2091,385,675,986,42,55,3,520
FL,1237625,12,NA,NA,Lake Buena Vista city,24,15,7,7,5,0,0,5
FL,1237648,12,NA,NA,Lake Butler CDP,18851,10957,2854,1446,226,2524,41,3209
FL,1237650,12,NA,NA,Lake Butler city,1986,1278,103,528,55,17,6,101
FL,1237775,12,NA,NA,Lake City city,12329,5886,1187,4686,223,378,28,907
FL,1237800,12,NA,NA,Lake Clarke Shores town,3564,2137,1165,171,45,86,11,899
FL,1237975,12,NA,NA,Lake Hamilton town,1537,659,503,317,29,32,4,380
FL,1238000,12,NA,NA,Lake Harbor CDP,49,22,14,16,0,2,0,14
FL,1238012,12,NA,NA,Lake Hart CDP,1052,518,308,94,18,120,7,267
FL,1238025,12,NA,NA,Lake Helen city,2842,2320,196,230,77,9,5,159
FL,1238162,12,NA,NA,Lake Kathryn CDP,990,827,92,21,38,8,0,94
FL,1238238,12,NA,NA,Lake Kerr CDP,1843,1695,38,15,52,8,2,71
FL,1238250,12,NA,NA,Lakeland city,112641,61372,22702,24575,2380,3302,216,17268
FL,1238262,12,NA,NA,Lakeland Highlands CDP,12187,9463,1423,599,256,450,22,1133
FL,1238275,12,NA,NA,Lake Lindsey CDP,90,62,19,2,6,1,1,4
FL,1238287,12,NA,NA,Lake Lorraine CDP,7142,4951,753,793,179,510,58,574
FL,1238332,12,NA,NA,Lake Mack-Forest Hills CDP,992,825,119,17,38,2,0,79
FL,1238350,12,NA,NA,Lake Magdalene CDP,30742,16560,9302,3291,612,1535,68,6911
FL,1238425,12,NA,NA,Lake Mary city,16798,10898,2452,1385,258,1916,38,2028
FL,1238430,12,NA,NA,Lake Mary Jane CDP,1790,1293,313,76,31,75,4,277
FL,1238519,12,NA,NA,Lake Mystic CDP,510,437,29,9,31,6,0,23
FL,1238575,12,NA,NA,Lake Panasoffkee CDP,4072,3439,239,240,105,35,10,188
FL,1238600,12,NA,NA,Lake Park town,9047,2702,938,5149,63,283,21,716
FL,1238625,12,NA,NA,Lake Placid town,2360,1108,985,210,61,45,4,727
FL,1238690,12,NA,NA,Lake Sarasota CDP,3979,3088,546,172,88,75,2,446
FL,1238813,12,NA,NA,Lakeside CDP,31275,21416,3624,4144,842,1492,132,2827
FL,1238950,12,NA,NA,Lake Wales city,16361,7750,3916,4488,311,277,19,2638
FL,1239062,12,NA,NA,Lakewood Park CDP,12510,8854,1356,1764,261,235,27,1159
FL,1239067,12,NA,NA,Lakewood Ranch CDP,34877,28439,2892,1173,413,1667,51,2651
FL,1239081,12,NA,NA,Lake Worth Beach city,42219,13275,19357,8910,3062,666,98,13819
FL,1239100,12,NA,NA,Lamont CDP,170,67,3,93,6,1,0,3
FL,1239200,12,NA,NA,Land O' Lakes CDP,35929,23837,7022,2750,820,1756,79,5332
FL,1239375,12,NA,NA,Lantana town,11504,5701,2360,3067,192,263,33,1818
FL,1239425,12,NA,NA,Largo city,82485,59815,10531,6964,1786,3390,207,8805
FL,1239475,12,NA,NA,Lauderdale-by-the-Sea town,6198,5081,690,153,72,114,9,650
FL,1239525,12,NA,NA,Lauderdale Lakes city,35954,2107,2323,31268,210,620,65,2030
FL,1239550,12,NA,NA,Lauderhill city,74482,6830,6996,59564,579,1855,142,6147
FL,1239600,12,NA,NA,Laurel CDP,12186,10909,441,286,162,276,16,458
FL,1239650,12,NA,NA,Laurel Hill city,584,452,12,82,22,9,1,18
FL,1239700,12,NA,NA,Lawtey city,636,375,15,222,17,6,0,21
FL,1239725,12,NA,NA,Layton city,210,165,41,3,1,1,0,31
FL,1239750,12,NA,NA,Lazy Lake village,33,23,7,0,4,0,0,6
FL,1239775,12,NA,NA,Lealman CDP,21189,12778,3114,2848,488,1964,48,2502
FL,1239825,12,NA,NA,Lecanto CDP,6301,5273,349,405,141,112,7,257
FL,1239850,12,NA,NA,Lee town,375,287,26,30,23,7,0,25
FL,1239875,12,NA,NA,Leesburg city,27000,13978,4245,7793,499,657,114,3212
FL,1239925,12,NA,NA,Lehigh Acres CDP,114287,36679,50772,25017,2089,1892,161,38268
FL,1239950,12,NA,NA,Leisure City CDP,26324,1570,20769,4266,352,335,9,14349
FL,1239987,12,NA,NA,Lely CDP,3694,3051,361,196,29,37,1,267
FL,1240037,12,NA,NA,Lely Resort CDP,7619,5380,1154,913,59,123,3,1000
FL,1240100,12,NA,NA,Lemon Grove CDP,637,436,153,25,24,10,1,98
FL,1240387,12,NA,NA,Liberty Triangle CDP,23759,16583,3526,2428,391,763,44,2908
FL,1240450,12,NA,NA,Lighthouse Point city,10486,8523,1181,243,90,336,9,1034
FL,1240525,12,NA,NA,Limestone CDP,157,91,29,32,6,2,0,26
FL,1240562,12,NA,NA,Limestone Creek CDP,1316,308,430,475,47,71,5,354
FL,1240750,12,NA,NA,Lisbon CDP,229,200,23,1,4,3,1,16
FL,1240875,12,NA,NA,Live Oak city,6735,3026,1216,2259,139,122,19,938
FL,1240950,12,NA,NA,Lloyd CDP,187,77,8,101,0,1,1,3
FL,1240985,12,NA,NA,Lochmoor Waterway Estates CDP,5828,4744,670,207,78,105,6,546
FL,1241025,12,NA,NA,Lockhart CDP,14058,5220,3900,4284,329,757,32,3033
FL,1241150,12,NA,NA,Longboat Key town,7505,7052,177,52,52,120,10,204
FL,1241250,12,NA,NA,Longwood city,15087,9309,3424,1399,336,838,27,2539
FL,1241400,12,NA,NA,Loughman CDP,5417,2387,2147,765,131,164,13,1654
FL,1241562,12,NA,NA,Lower Grand Lagoon CDP,4398,3775,245,164,144,90,18,197
FL,1241577,12,NA,NA,Loxahatchee Groves town,3355,2330,688,149,70,95,1,576
FL,1241775,12,NA,NA,Lutz CDP,23707,16016,4132,1518,483,1668,47,3164
FL,1241825,12,NA,NA,Lynn Haven city,18695,13760,1339,2169,523,963,65,1098
FL,1241950,12,NA,NA,Macclenny city,7304,4984,453,1572,157,130,20,380
FL,1242090,12,NA,NA,McGregor CDP,7976,6757,627,242,101,234,16,526
FL,1242150,12,NA,NA,McIntosh town,463,403,16,30,14,9,3,14
FL,1242400,12,NA,NA,Madeira Beach city,3895,3402,236,66,93,71,4,219
FL,1242425,12,NA,NA,Madison city,2912,840,112,1913,43,26,2,85
FL,1242575,12,NA,NA,Maitland city,19543,12360,3060,2713,286,1153,38,2584
FL,1242625,12,NA,NA,Malabar town,2949,2382,203,151,101,83,8,184
FL,1242650,12,NA,NA,Malone town,1959,736,260,940,26,1,1,139
FL,1242700,12,NA,NA,Manalapan town,419,386,16,7,3,11,0,13
FL,1242750,12,NA,NA,Manasota Key CDP,1326,1262,30,8,9,5,2,30
FL,1242787,12,NA,NA,Manatee Road CDP,2484,2205,109,83,62,17,1,98
FL,1242850,12,NA,NA,Mango CDP,12699,5159,4369,2853,359,295,29,3497
FL,1242900,12,NA,NA,Mangonia Park town,2142,111,214,1847,24,7,5,160
FL,1243000,12,NA,NA,Marathon city,9689,6058,2904,511,135,126,14,2151
FL,1243083,12,NA,NA,Marco Island city,15760,13999,1157,121,147,256,14,1047
FL,1243090,12,NA,NA,Marco Shores-Hammock Bay CDP,957,861,64,11,3,20,0,50
FL,1243125,12,NA,NA,Margate city,58712,18165,15917,20783,735,3237,130,13984
FL,1243175,12,NA,NA,Marianna city,6245,3026,295,2701,120,135,16,226
FL,1243250,12,NA,NA,Marineland town,15,2,2,8,2,1,0,6
FL,1243300,12,NA,NA,Marion Oaks CDP,19034,5494,7623,5689,436,413,55,5773
FL,1243375,12,NA,NA,Mary Esther city,3982,2755,446,398,107,321,35,343
FL,1243400,12,NA,NA,Masaryktown CDP,1077,831,176,17,31,19,0,124
FL,1243425,12,NA,NA,Mascotte city,6609,2147,3089,1081,192,224,15,2476
FL,1243475,12,NA,NA,Matlacha CDP,598,570,16,1,2,5,1,20
FL,1243484,12,NA,NA,Matlacha Isles-Matlacha Shores CDP,227,210,11,1,1,3,0,12
FL,1243575,12,NA,NA,Mayo town,1055,583,170,294,24,15,15,129
FL,1243785,12,NA,NA,Meadow Oaks CDP,2842,2229,345,172,62,43,2,291
FL,1243800,12,NA,NA,Meadow Woods CDP,43790,5984,28928,6911,664,2913,158,23543
FL,1243900,12,NA,NA,Medley town,1056,43,1008,16,4,5,1,735
FL,1243925,12,NA,NA,Medulla CDP,10871,6474,2240,1798,188,247,14,1715
FL,1243975,12,NA,NA,Melbourne city,84678,57743,10654,10556,1903,4190,237,8674
FL,1244000,12,NA,NA,Melbourne Beach town,3231,2892,187,34,58,51,5,170
FL,1244075,12,NA,NA,Melbourne Village town,681,595,40,12,13,15,0,46
FL,1244175,12,NA,NA,Memphis CDP,9024,3049,2902,2890,184,115,18,2096
FL,1244275,12,NA,NA,Merritt Island CDP,34518,27770,2788,1383,853,1536,139,2403
FL,1244300,12,NA,NA,Mexico Beach city,916,828,35,24,23,13,4,26
FL,1245000,12,NA,NA,Miami city,442241,61829,310472,69386,4891,8462,419,237926
FL,1245025,12,NA,NA,Miami Beach city,82890,33274,41976,4197,936,2466,106,34382
FL,1245060,12,NA,NA,Miami Gardens city,111640,2742,36711,74762,761,1194,161,27913
FL,1245100,12,NA,NA,Miami Lakes town,30467,3286,25636,1116,190,646,15,19559
FL,1245175,12,NA,NA,Miami Shores village,11567,4243,4460,2467,115,443,12,3515
FL,1245200,12,NA,NA,Miami Springs city,13859,2526,10891,352,112,234,15,8101
FL,1245225,12,NA,NA,Micanopy town,648,474,30,116,19,7,3,40
FL,1245275,12,NA,NA,Micco CDP,9574,8909,253,133,125,77,15,272
FL,1245300,12,NA,NA,Miccosukee CDP,383,210,4,153,4,7,0,11
FL,1245350,12,NA,NA,Middleburg CDP,12881,10924,700,488,486,233,36,607
FL,1245425,12,NA,NA,Midway city,3537,168,199,3133,20,25,4,187
FL,1245465,12,NA,NA,Midway CDP,19567,16152,1262,714,590,808,69,1056
FL,1245475,12,NA,NA,Midway CDP,1524,74,136,1294,15,36,5,103
FL,1245750,12,NA,NA,Milton city,10197,7410,619,1421,413,367,89,459
FL,1245775,12,NA,NA,Mims CDP,7336,5825,293,908,181,108,15,266
FL,1245900,12,NA,NA,Minneola city,13843,7384,3511,1940,289,811,43,2856
FL,1245975,12,NA,NA,Miramar city,134721,10816,55337,62553,1133,9450,206,44149
FL,1246000,12,NA,NA,Miramar Beach CDP,8002,6987,427,151,157,223,7,441
FL,1246225,12,NA,NA,Molino CDP,1296,920,40,264,46,12,0,49
FL,1246500,12,NA,NA,Monticello city,2589,1208,49,1282,39,31,14,51
FL,1246520,12,NA,NA,Montura CDP,3343,747,2469,109,85,11,8,1540
FL,1246525,12,NA,NA,Montverde town,1655,1264,212,103,36,41,3,157
FL,1246540,12,NA,NA,Moon Lake CDP,4817,4010,353,162,214,73,5,285
FL,1246550,12,NA,NA,Moore Haven city,1566,546,574,430,22,8,1,440
FL,1246725,12,NA,NA,Morriston CDP,165,111,48,2,8,3,1,28
FL,1247000,12,NA,NA,Mount Carmel CDP,243,225,1,6,11,0,0,1
FL,1247050,12,NA,NA,Mount Dora city,16341,10148,2939,2636,327,433,31,2267
FL,1247125,12,NA,NA,Mount Plymouth CDP,4417,3288,637,264,156,85,14,489
FL,1247175,12,NA,NA,Mulat CDP,322,274,13,12,18,5,3,14
FL,1247200,12,NA,NA,Mulberry city,3952,2474,756,638,119,44,15,559
FL,1247300,12,NA,NA,Munson CDP,326,299,2,2,18,2,0,5
FL,1247550,12,NA,NA,Myrtle Grove CDP,17224,10068,1483,3927,589,1268,87,1186
FL,1247625,12,NA,NA,Naples city,19115,17087,950,612,144,265,15,879
FL,1247650,12,NA,NA,Naples Manor CDP,5132,309,3645,1157,110,19,7,2945
FL,1247675,12,NA,NA,Naples Park CDP,5092,3635,1038,136,93,139,9,923
FL,1247700,12,NA,NA,Naranja CDP,13509,696,8131,4793,134,286,10,6038
FL,1247787,12,NA,NA,Nassau Village-Ratliff CDP,5561,4896,199,148,177,96,19,192
FL,1248050,12,NA,NA,Navarre CDP,40817,29551,3870,3636,1323,2452,301,3149
FL,1248055,12,NA,NA,Navarre Beach CDP,1123,966,54,23,38,30,5,53
FL,1248100,12,NA,NA,Neptune Beach city,7217,6302,382,143,161,195,13,356
FL,1248200,12,NA,NA,Newberry city,7342,4716,945,1240,187,227,14,796
FL,1248500,12,NA,NA,New Port Richey city,16728,12447,2440,1143,465,355,46,1792
FL,1248525,12,NA,NA,New Port Richey East CDP,11015,8341,1527,619,260,262,24,1257
FL,1248625,12,NA,NA,New Smyrna Beach city,30142,25900,1476,1509,579,536,34,1278
FL,1248750,12,NA,NA,Niceville city,15772,11922,1281,1090,534,1013,105,1003
FL,1248825,12,NA,NA,Nobleton CDP,232,211,13,1,6,1,0,13
FL,1248850,12,NA,NA,Nocatee CDP,22503,17813,1842,856,276,1534,44,1665
FL,1248875,12,NA,NA,Nokomis CDP,3217,2834,185,33,76,55,4,180
FL,1248900,12,NA,NA,Noma town,208,147,8,45,6,0,1,2
FL,1249225,12,NA,NA,North Bay Village city,8159,2379,4794,623,81,288,15,3986
FL,1249237,12,NA,NA,North Brooksville CDP,3506,2800,274,286,126,33,10,216
FL,1249260,12,NA,NA,Northdale CDP,23033,11711,7636,2237,424,1379,66,5849
FL,1249275,12,NA,NA,North DeLand CDP,1510,995,330,109,46,43,1,261
FL,1249350,12,NA,NA,North Fort Myers CDP,42719,36350,4143,1029,671,448,20,3189
FL,1249406,12,NA,NA,North Key Largo CDP,1431,1277,117,11,12,20,2,95
FL,1249425,12,NA,NA,North Lauderdale city,44794,4231,11699,27721,571,1658,106,9699
FL,1249435,12,NA,NA,North Merritt Island CDP,8566,7178,593,167,206,345,22,530
FL,1249450,12,NA,NA,North Miami city,60191,6513,20348,32775,525,1211,88,16413
FL,1249475,12,NA,NA,North Miami Beach city,43676,7621,18523,16202,517,1767,49,14960
FL,1249600,12,NA,NA,North Palm Beach village,13162,10822,1239,491,146,361,16,1045
FL,1249675,12,NA,NA,North Port city,74793,58417,7855,5120,1376,1804,125,6686
FL,1249725,12,NA,NA,North Redington Beach town,1495,1318,85,37,21,24,2,81
FL,1249750,12,NA,NA,North River Shores CDP,3459,2994,241,86,64,55,7,216
FL,1249787,12,NA,NA,North Sarasota CDP,2418,345,597,1434,50,28,3,539
FL,1249905,12,NA,NA,North Weeki Wachee CDP,9131,7504,941,285,212,170,19,665
FL,1250450,12,NA,NA,Oak Hill city,1986,1667,42,210,28,25,4,54
FL,1250525,12,NA,NA,Oakland town,3516,2137,545,554,63,203,7,506
FL,1250575,12,NA,NA,Oakland Park city,44229,16472,13483,12608,667,1366,97,11387
FL,1250630,12,NA,NA,Oakleaf Plantation CDP,31034,12403,4996,11073,725,2823,167,3579
FL,1250638,12,NA,NA,Oak Ridge CDP,25062,1856,12780,10186,541,963,85,9881
FL,1250750,12,NA,NA,Ocala city,63591,35478,10893,13699,1318,2964,104,8246
FL,1250756,12,NA,NA,Ocala Estates CDP,2991,1336,1241,352,66,17,2,1009
FL,1250875,12,NA,NA,Ocean Breeze town,301,278,4,8,0,7,0,9
FL,1250925,12,NA,NA,Ocean City CDP,6314,4007,963,793,214,412,45,821
FL,1250950,12,NA,NA,Ocean Ridge town,1830,1669,78,17,15,37,4,67
FL,1251050,12,NA,NA,Ocklawaha CDP,1508,1214,122,114,46,14,3,92
FL,1251075,12,NA,NA,Ocoee city,47295,18029,11962,12409,875,3728,127,10811
FL,1251100,12,NA,NA,Odessa CDP,8080,5473,1383,553,180,517,27,1124
FL,1251125,12,NA,NA,Ojus CDP,19673,6737,10184,2080,151,560,11,7801
FL,1251150,12,NA,NA,Okahumpka CDP,240,182,27,13,12,6,0,18
FL,1251200,12,NA,NA,Okeechobee city,5254,3196,1260,620,141,90,7,882
FL,1251342,12,NA,NA,Old Miakka CDP,1743,1547,103,39,26,16,0,102
FL,1251350,12,NA,NA,Oldsmar city,14898,10175,2426,1004,282,1038,36,1898
FL,1251400,12,NA,NA,Olga CDP,2270,1652,375,114,45,83,3,301
FL,1251475,12,NA,NA,Olympia Heights CDP,12873,1274,11380,190,103,123,5,8619
FL,1251500,12,NA,NA,Ona CDP,199,99,80,17,4,1,0,68
FL,1251587,12,NA,NA,On Top of the World CDP,12668,11518,536,279,100,182,11,486
FL,1251650,12,NA,NA,Opa-locka city,16463,317,7604,9201,127,78,21,5373
FL,1251825,12,NA,NA,Orange City city,12632,7930,2970,1282,287,344,25,2175
FL,1252125,12,NA,NA,Orange Park town,9089,5976,991,1550,233,408,47,752
FL,1252162,12,NA,NA,Orangetree CDP,5896,3610,1494,541,87,192,2,1222
FL,1252175,12,NA,NA,Orchid town,516,500,7,1,1,2,0,10
FL,1252250,12,NA,NA,Oriole Beach CDP,1679,1372,112,33,69,77,10,104
FL,1253000,12,NA,NA,Orlando city,307573,103010,101061,82568,5127,17098,831,87324
FL,1253100,12,NA,NA,Orlovista CDP,6806,1213,2032,2819,167,452,47,1960
FL,1253150,12,NA,NA,Ormond Beach city,43080,35455,2849,2213,735,1639,72,2490
FL,1253200,12,NA,NA,Ormond-by-the-Sea CDP,7312,6553,336,132,102,110,16,326
FL,1253425,12,NA,NA,Osprey CDP,6690,5887,313,64,76,276,14,306
FL,1253500,12,NA,NA,Otter Creek town,108,93,7,3,3,1,1,4
FL,1253575,12,NA,NA,Oviedo city,40059,24174,8381,3990,749,3090,103,6617
FL,1253725,12,NA,NA,Pace CDP,24684,20230,1349,1092,847,1030,162,1218
FL,1253775,12,NA,NA,Page Park CDP,747,308,274,106,13,23,4,265
FL,1253800,12,NA,NA,Pahokee city,5524,457,1836,3274,65,31,4,1455
FL,1253850,12,NA,NA,Paisley CDP,980,877,47,12,25,3,0,55
FL,1253875,12,NA,NA,Palatka city,10446,3963,805,5455,190,117,19,674
FL,1254000,12,NA,NA,Palm Bay city,119760,67826,21436,25413,2930,3857,300,17003
FL,1254025,12,NA,NA,Palm Beach town,9245,8463,427,84,31,187,11,413
FL,1254075,12,NA,NA,Palm Beach Gardens city,59182,45353,6759,3076,590,3264,94,5575
FL,1254150,12,NA,NA,Palm Beach Shores town,1330,1193,55,28,11,27,5,62
FL,1254175,12,NA,NA,Palm City CDP,25883,21803,2195,524,351,832,41,1871
FL,1254200,12,NA,NA,Palm Coast city,89258,62158,10946,11701,1705,3001,179,8905
FL,1254238,12,NA,NA,Palmer Ranch CDP,14966,12833,1022,318,144,552,25,983
FL,1254250,12,NA,NA,Palmetto city,13323,7680,3755,1542,269,146,13,2918
FL,1254275,12,NA,NA,Palmetto Bay village,24439,9287,11924,1730,214,1530,31,9191
FL,1254300,12,NA,NA,Palmetto Estates CDP,13498,1206,7585,4472,131,469,13,5844
FL,1254350,12,NA,NA,Palm Harbor CDP,61366,51669,4757,1794,1009,1942,93,4011
FL,1254357,12,NA,NA,Palmona Park CDP,1240,812,347,24,36,8,2,285
FL,1254387,12,NA,NA,Palm River-Clair Mel CDP,26142,6323,11961,7423,452,949,69,8840
FL,1254425,12,NA,NA,Palm Shores town,1200,891,127,76,25,70,6,112
FL,1254450,12,NA,NA,Palm Springs village,26890,5916,16199,4393,684,632,57,12386
FL,1254500,12,NA,NA,Palm Springs North CDP,5030,689,4246,105,41,28,2,3059
FL,1254525,12,NA,NA,Palm Valley CDP,21827,18809,1310,450,340,798,38,1124
FL,1254625,12,NA,NA,Panacea CDP,735,695,5,14,17,4,1,8
FL,1254700,12,NA,NA,Panama City city,32939,20358,3536,7131,916,1082,92,3190
FL,1254725,12,NA,NA,Panama City Beach city,18094,14181,1363,1222,480,814,57,1217
FL,1254912,12,NA,NA,Paradise Heights CDP,1260,548,511,160,56,26,2,361
FL,1255075,12,NA,NA,Parker city,4010,2767,323,633,133,184,8,271
FL,1255125,12,NA,NA,Parkland city,34670,20756,6406,2772,272,3732,39,6033
FL,1255305,12,NA,NA,Pasadena Hills CDP,11120,7213,2030,1310,260,439,32,1528
FL,1255375,12,NA,NA,Patrick AFB CDP,1308,806,218,212,38,81,12,148
FL,1255475,12,NA,NA,Paxton town,556,477,20,25,41,0,0,18
FL,1255532,12,NA,NA,Pea Ridge CDP,3787,2964,251,309,141,116,9,191
FL,1255540,12,NA,NA,Pebble Creek CDP,9624,4214,1919,1674,171,1798,36,1546
FL,1255650,12,NA,NA,Pelican Bay CDP,6660,6410,100,27,27,70,2,116
FL,1255680,12,NA,NA,Pelican Marsh CDP,2453,2305,68,18,9,44,2,64
FL,1255750,12,NA,NA,Pembroke Park town,6260,757,1914,3603,72,145,10,1485
FL,1255775,12,NA,NA,Pembroke Pines city,171178,36313,85133,40381,1823,11724,297,67378
FL,1255875,12,NA,NA,Penney Farms town,821,742,14,51,11,8,0,7
FL,1255925,12,NA,NA,Pensacola city,54312,35105,2838,13102,1271,2019,152,2371
FL,1256004,12,NA,NA,Pensacola Station CDP,5532,3351,1162,697,86,265,22,583
FL,1256150,12,NA,NA,Perry city,6898,3554,236,2809,122,183,7,179
FL,1256425,12,NA,NA,Pierson town,1542,725,730,50,47,7,0,594
FL,1256475,12,NA,NA,Pine Air CDP,2190,400,1542,198,57,54,1,1212
FL,1256500,12,NA,NA,Pine Castle CDP,11122,2456,6211,2195,227,491,44,5039
FL,1256525,12,NA,NA,Pinecraft CDP,486,428,42,7,12,2,1,36
FL,1256625,12,NA,NA,Pinecrest village,18388,7266,9108,608,121,1188,14,7251
FL,1256825,12,NA,NA,Pine Hills CDP,66111,5788,10562,47977,797,2608,215,8872
FL,1256840,12,NA,NA,Pine Island CDP,62,53,3,3,0,2,2,2
FL,1256850,12,NA,NA,Pine Island Center CDP,1942,1723,158,11,19,22,2,130
FL,1256865,12,NA,NA,Pine Lakes CDP,818,656,116,23,12,2,0,74
FL,1256875,12,NA,NA,Pineland CDP,466,420,24,10,6,8,0,11
FL,1256955,12,NA,NA,Pine Level CDP,253,230,3,2,16,3,2,1
FL,1256975,12,NA,NA,Pinellas Park city,53093,34025,7350,4757,1218,5789,147,6100
FL,1257025,12,NA,NA,Pine Manor CDP,4122,767,2768,571,106,20,1,2279
FL,1257058,12,NA,NA,Pine Ridge CDP,11042,9230,705,527,211,321,22,584
FL,1257066,12,NA,NA,Pine Ridge CDP,1717,1505,143,11,13,35,0,101
FL,1257250,12,NA,NA,Pinewood CDP,17246,385,5074,12220,178,98,17,3736
FL,1257320,12,NA,NA,Pioneer CDP,752,367,341,27,12,10,0,233
FL,1257380,12,NA,NA,Pittman CDP,227,186,8,21,4,2,5,9
FL,1257425,12,NA,NA,Plantation city,91750,37976,25688,22828,975,5524,187,20830
FL,1257450,12,NA,NA,Plantation CDP,5034,4795,112,31,22,50,3,119
FL,1257492,12,NA,NA,Plantation Island CDP,119,104,8,0,2,5,0,5
FL,1257518,12,NA,NA,Plantation Mobile Home Park CDP,1462,459,752,231,45,17,5,585
FL,1257550,12,NA,NA,Plant City city,39764,18735,13477,6270,892,908,83,10364
FL,1257900,12,NA,NA,Poinciana CDP,69309,12509,37961,19380,1254,1797,218,28662
FL,1257908,12,NA,NA,Point Baker CDP,3443,2731,170,279,137,94,17,166
FL,1257950,12,NA,NA,Polk City town,2713,1711,735,176,78,57,7,513
FL,1258025,12,NA,NA,Pomona Park town,784,518,159,75,21,3,1,131
FL,1258050,12,NA,NA,Pompano Beach city,112046,45891,26611,34410,1678,2592,168,24394
FL,1258175,12,NA,NA,Ponce de Leon town,504,472,13,5,14,4,1,11
FL,1258200,12,NA,NA,Ponce Inlet town,3364,3069,141,28,50,68,0,132
FL,1258350,12,NA,NA,Port Charlotte CDP,60625,44474,7009,6354,1246,1620,142,5806
FL,1258420,12,NA,NA,Port LaBelle CDP,5450,1847,3087,395,147,84,6,2207
FL,1258575,12,NA,NA,Port Orange city,62596,50709,4554,3332,1228,2501,133,3903
FL,1258600,12,NA,NA,Port Richey city,3052,2416,364,165,69,74,6,233
FL,1258675,12,NA,NA,Port St. Joe city,3357,2210,171,848,108,37,5,139
